pressure,temperature,flow_rate,external_temp,humidity,target_pressure,mass_in
100.04967141530112,20.0,10.06481679387896,18.0,47.16925851589917,100.0820798122406,10.06481679387896
100.035844985184,20.63938580842253,9.922983543916736,17.975370041469738,49.15870935446928,99.99733675714236,9.922983543916736
100.10061383899408,21.268272919547538,9.864615599938809,17.90188458911709,49.31457096694646,100.03292163896349,9.864615599938809
100.25291682463488,21.87633502439687,10.122335257768174,17.780750272038066,48.39544546155676,100.31408445351897,10.122335257768174
100.22950148716254,22.45358776001969,10.20619990449919,17.61395611237017,49.67742857666798,100.33260143941213,10.20619990449919
100.20608779146762,22.990552652456078,10.18625602382324,17.40424086560387,50.80810171362908,100.29921580337924,10.18625602382324
100.36400907301837,23.47841275301743,9.832156495355472,17.155048050293182,53.77237180242106,100.2800873206961,9.832156495355472
100.44075254593365,23.90915741234015,9.938157524829757,16.870469405576202,50.34915562566368,100.40983130834853,9.938157524829757
100.39380510734016,24.27571381502673,10.066252686280713,16.555177704931577,50.515100781445526,100.42693145048051,10.066252686280713
100.44806111169876,24.57206311507906,10.195109025424472,16.214350029367182,49.85110816846767,100.545615624411,10.195109025424472
100.40171934241751,24.793339265183302,9.904165152430942,15.853582759893099,46.162457569401916,100.35380191863298,9.904165152430942
100.35514636706048,24.93590891707225,9.962868204667236,15.478799685100139,49.94697224910156,100.33658046939411,9.962868204667236
100.37934259421709,24.99743108100344,9.778733005198795,15.096154732714966,50.12046041988205,100.2687090968165,9.778733005198795
100.1880145697513,24.97689556474599,9.760758675183865,14.711930922276956,54.92648422497057,100.06839390734324,9.760758675183865
100.0155227865,24.87463956090912,10.162505164478839,14.332437198131057,49.61527807043775,100.09677536873942,10.162505164478839
99.9592940335759,24.692342110248802,10.271248005714165,13.963904836736077,50.60309468466723,100.09491803643299,10.271248005714165
99.85801092154246,24.432996531865,9.985597975683934,13.612385129277495,49.93057646058951,99.85080990938442,9.985597975683934
99.88943565480199,24.10086127298478,10.200706579578405,13.283650019633491,47.662643924760935,99.98978894459118,10.200706579578405
99.79863324724987,23.70138998537658,10.072327205009527,12.98309732921605,52.28564562903004,99.83479684975462,10.072327205009527
99.65740287711634,23.241141976538945,9.870976049078974,12.715662124892598,51.50386606537355,99.59289090165582,9.870976049078974
99.8039677540085,22.727674506052743,10.072279121101683,12.485735685324478,51.58206389408609,99.84010731455933,10.072279121101683
99.78139012395984,22.16941869558779,10.307607313293193,12.297093396292743,48.18122509041052,99.93519378060644,10.307607313293193
99.78814294442864,21.575541090118104,9.99283479217801,12.152832758967994,52.8055886218722,99.78456034051764,9.99283479217801
99.64566812580729,20.955793143506863,10.3129287311628,12.055322529026803,47.196297874415436,99.80213249138869,10.3129287311628
99.59122985335478,20.320351099903565,9.476050979182052,12.006163821748991,51.17371418760054,99.3292553429458,9.476050979182052
99.60232211232577,19.67964890009644,10.164380500875044,12.006163821748991,54.380911251619956,99.68451236276329,10.164380500875044
99.48722275458353,19.04420685649314,10.017409413647634,12.055322529026803,48.018927349738625,99.49592746140735,10.017409413647634
99.52479255641809,18.4244589098819,9.940198529906827,12.152832758967993,48.86740454079445,99.49489182137151,9.940198529906827
99.46472868742622,17.83058130441221,10.0183521553071,12.297093396292743,50.19930273017528,99.47390476507977,10.0183521553071
99.43555931244688,17.272325493947257,9.602486217079822,12.485735685324478,48.993048691767605,99.23680242098679,9.602486217079822
99.37538865122394,16.75885802346106,9.956065622432497,12.715662124892596,46.89867313786773,99.3534214624402,9.956065622432497
99.56061646967484,16.298610014623424,10.07142251430235,12.983097329216049,50.137125949612056,99.59632772682602,10.07142251430235
99.55926674720105,15.89913872701522,10.295578808948303,13.283650019633491,47.87539257254779,99.7070561516752,10.295578808948303
99.45349565430546,15.567003468135,9.89634595634527,13.612385129277495,50.947184861270365,99.40166863247809,9.89634595634527
99.53575014551578,15.307657889751198,9.838301279421362,13.963904836736075,48.1611515315324,99.45490078522646,9.838301279421362
99.41366578051867,15.125360439090882,9.899648591283093,14.332437198131057,53.099868810035076,99.36349007616022,9.899648591283093
99.43455214001915,15.02310443525401,10.183080423540416,14.711930922276952,48.433493415327526,99.52609235178936,10.183080423540416
99.23858512763117,15.002568918996559,10.065750221931937,15.096154732714965,49.35587696758865,99.27146023859714,10.065750221931937
99.10576652274133,15.06409108292775,9.894047959246592,15.478799685100135,51.627034434739336,99.05279050236463,9.894047959246592
99.12545264632824,15.206660734816696,10.102653486622671,15.853582759893095,47.53827136713209,99.17677938963958,10.102653486622671
99.19929930432778,15.427936884920936,10.019415509869608,16.21435002936718,50.45491986920826,99.20900705926259,10.019415509869608
99.21643613244679,15.724286184973268,10.193728998106577,16.555177704931573,52.614285508564855,99.31330063150007,10.193728998106577
99.20487130420796,16.09084258765985,9.859589381224529,16.8704694055762,46.78503353087754,99.13466599482022,9.859589381224529
99.17476093464903,16.521587246982566,9.934467570680447,17.155048050293182,50.36926771706461,99.14199471998926,9.934467570680447
99.02690873561228,17.00944734754392,9.921578369373568,17.40424086560387,50.519765588496846,98.98769792029907,9.921578369373568
98.95492431477281,17.546412239980306,9.707297010373576,17.61395611237017,51.56364574355462,98.8085728199596,9.707297010373576
98.90886043767684,18.123664975603127,10.059224055412916,17.780750272038063,47.52609857824383,98.9384724653833,10.059224055412916
99.01457266029873,18.73172708045246,10.052211054435977,17.90188458911709,47.35908677383145,99.04067818751672,10.052211054435977
99.04893448925557,19.36061419157747,10.001022691328492,17.975370041469738,51.0438831312338,99.04944583491982,10.001022691328492
98.8726304737193,20.0,9.95308257332497,18.0,50.59396934646637,98.84917176038178,9.95308257332497
100.02504928503458,20.0,10.071557472069657,18.0,47.47823209132991,100.06082802106941,10.071557472069657
100.05969410598429,20.63938580842253,10.112156905273647,17.975370041469738,51.83572389410955,100.11577255862112,10.112156905273647
99.99169163382643,21.268272919547538,10.216610248635055,17.90188458911709,54.244312394025265,100.09999675814396,10.216610248635055
100.01491700354254,21.87633502439687,10.21076041040698,17.780750272038066,52.06493052110229,100.12029720874602,10.21076041040698
100.0442242508724,22.45358776001969,9.724466126408581,17.61395611237017,46.961260068091974,99.90645731407669,9.724466126408581
